iter	Logloss
406	0.3050534273
407	0.3047972047
408	0.3044809096
409	0.3042255431
410	0.3038476009
411	0.3035382603
412	0.3033025682
413	0.3030569526
414	0.3028195827
415	0.3024589605
416	0.3021603107
417	0.3020417951
418	0.3017094906
419	0.3013342962
420	0.301055107
421	0.3008672896
422	0.300550305
423	0.3004048305
424	0.3000600868
425	0.2997059109
426	0.2991565595
427	0.2989410552
428	0.2986348737
429	0.2984016307
430	0.2982047916
431	0.2979137597
432	0.2975607296
433	0.2973576471
434	0.2971556314
435	0.2969093643
436	0.296561338
437	0.2963848032
438	0.2960363975
439	0.2958222656
440	0.2955088226
441	0.294950774
442	0.2947666891
443	0.2945561404
444	0.2942734021
445	0.293998833
446	0.2939107684
447	0.2935761478
448	0.2932373225
449	0.292844125
450	0.292478885
451	0.2922772349
452	0.2920476378
453	0.2918818915
454	0.2916612471
455	0.2915411199
456	0.2913216073
457	0.2909889745
458	0.2907677238
459	0.29055906
460	0.2903373739
461	0.2898556761
462	0.2896379948
463	0.2893455027
464	0.2891328829
465	0.2888053977
466	0.2885934116
467	0.2883909426
468	0.2881726739
469	0.2878912143
470	0.2876465006
471	0.2872731917
472	0.2870361521
473	0.2866871535
474	0.2861925478
475	0.2860236584
476	0.2858016858
477	0.2856210037
478	0.2853550314
479	0.2852462723
480	0.2850748085
481	0.2847803695
482	0.2843131121
483	0.2840352895
484	0.2836735277
485	0.2834015227
486	0.282873196
487	0.2826723542
488	0.2823625548
489	0.2820921436
490	0.28171537
491	0.2814369836
492	0.2811484316
493	0.2809087861
494	0.2805915115
495	0.2803434089
496	0.2802110846
497	0.2800475058
498	0.2799200124
499	0.2795814705
500	0.2794157786
501	0.2790892311
502	0.2788653619
503	0.2784290536
504	0.2781181826
505	0.2780377898
506	0.2778062319
507	0.2773082746
508	0.276993705
509	0.2767431579
510	0.2766640316
511	0.2764117105
512	0.276227539
513	0.2760004363
514	0.2757704346
515	0.2754930323
516	0.2752586036
517	0.2751195852
518	0.2748261755
519	0.2746933331
520	0.2743108681
521	0.273997919
522	0.2736601415
523	0.2733334108
524	0.2731025525
525	0.2728049399
526	0.2726084535
527	0.2722957737
528	0.2719115774
529	0.2716840438
530	0.2715201945
531	0.271371774
532	0.2711696351
533	0.2709299454
534	0.2707097546
535	0.2706459257
536	0.2704440805
537	0.2702692188
538	0.2700352791
539	0.2696102787
540	0.2692927924
541	0.2688626808
542	0.2687373216
543	0.2685263071
544	0.2683891024
545	0.2681268591
546	0.2678842277
547	0.2676097956
548	0.2673205987
549	0.2670790609
550	0.2669011278
551	0.2667076173
552	0.2665354345
553	0.2663800388
554	0.2661558014
555	0.2658163449
556	0.2656890027
557	0.26552288
558	0.2652340309
559	0.2648697578
560	0.264718711
561	0.2644707455
562	0.2643239722
563	0.2641234419
564	0.2638609226
565	0.2635375909
566	0.2632688422
567	0.2630844975
568	0.2628052154
569	0.2626436823
570	0.2623434243
571	0.2620716692
572	0.2619168395
573	0.2616201184
574	0.2611805673
575	0.2608503411
576	0.2605401288
577	0.2603245456
578	0.2601687845
579	0.2600217914
580	0.2599107439
581	0.2597488947
582	0.2593748476
583	0.2590910921
584	0.2587632964
585	0.2586567659
586	0.2585230931
587	0.2582910662
588	0.2580464927
589	0.2576729185
590	0.2574526631
591	0.2572484534
592	0.256902669
593	0.2567158655
594	0.2566137668
595	0.2564162871
596	0.2561545023
597	0.2559276409
598	0.2556337279
599	0.2555261821
600	0.2553118228
601	0.2551468253
602	0.2549604284
603	0.2547795586
604	0.2546532414
605	0.2544412074
606	0.2541624128
607	0.254017694
608	0.2539049352
609	0.2537813893
610	0.2535187553
611	0.2532516226
612	0.253041701
613	0.2527856066
614	0.2526611088
615	0.252639317
616	0.2524124839
617	0.2522096337
618	0.2520408119
619	0.2519542063
620	0.2518162317
621	0.2516407552
622	0.2514784445
623	0.2512869405
624	0.2510998943
625	0.2509854409
626	0.2508213915
627	0.2506653697
628	0.2505314674
629	0.2503125685
630	0.2501175642
631	0.249798629
632	0.2495304759
633	0.2493308675
634	0.2490310866
635	0.2487260021
636	0.2485779337
637	0.2483456375
638	0.2479384642
639	0.2476888571
640	0.2474389384
641	0.2473033641
642	0.2471772289
643	0.2469840714
644	0.2468822
645	0.2467655763
646	0.2464800229
647	0.2461800304
648	0.2460223178
649	0.2457144451
650	0.245515734
651	0.2453253422
652	0.2451945909
653	0.2450495822
654	0.2448808768
655	0.2446715991
656	0.2445376985
657	0.2443773106
658	0.2441142443
659	0.2439526452
660	0.2437671591
661	0.2435231433
662	0.2432268228
663	0.2429243871
664	0.2426039398
665	0.2424434919
666	0.2421946794
667	0.2419704201
668	0.2417021117
669	0.2414995898
670	0.2413040371
671	0.241185241
672	0.2408676902
673	0.240522261
674	0.2403024909
675	0.240182321
676	0.2400126748
677	0.2399211964
678	0.2397436783
679	0.2396171691
680	0.2394653732
681	0.2392450344
682	0.2390968184
683	0.2389896851
684	0.2387457941
685	0.2386610197
686	0.2385258546
687	0.2384105138
688	0.2382420523
689	0.2379795257
690	0.237680213
691	0.2373168681
692	0.2371264365
693	0.2368970638
694	0.2366976381
695	0.236415587
696	0.2362699175
697	0.236057719
698	0.2358440652
699	0.2357227479
700	0.2354629588
701	0.2351542909
702	0.2349724202
703	0.2346586527
704	0.2345803656
705	0.2341486194
706	0.2340125593
707	0.2337418056
708	0.2335745297
709	0.2332796955
710	0.2331611561
711	0.2330378588
712	0.2328565851
713	0.2326778863
714	0.2324885744
715	0.232232692
716	0.232053736
717	0.2318696053
718	0.2316621606
719	0.2313782146
720	0.2312070234
721	0.2310968571
722	0.2308450961
723	0.2307069786
724	0.2304683638
725	0.2303521819
726	0.2302062863
727	0.230022105
728	0.22983174
729	0.2297476072
730	0.2294730646
731	0.229117074
732	0.2289858417
733	0.2288379758
734	0.2284653734
735	0.2282795202
736	0.2280950738
737	0.2278655022
738	0.2277792174
739	0.2276419064
740	0.2272702572
741	0.2270608227
742	0.2268277693
743	0.2266958192
744	0.2264991296
745	0.2263526869
746	0.2261275294
747	0.2259211677
748	0.2257286872
749	0.2256172994
750	0.2254257573
751	0.225087215
752	0.2248551408
753	0.2246862003
754	0.2246179862
755	0.2244700517
756	0.2243979628
757	0.2242684613
758	0.2241209597
759	0.2239548164
760	0.2238149336
761	0.2234466979
762	0.2231443711
763	0.2229760056
764	0.2228615711
765	0.2227433095
766	0.2225558404
767	0.2223660015
768	0.2221811496
769	0.2220385886
770	0.2218850277
771	0.2217052608
772	0.2214992436
773	0.2212828749
774	0.2211685759
775	0.2208884409
776	0.2206148104
777	0.2204981875
778	0.2203628756
779	0.2202366335
780	0.2200961994
781	0.2197681731
782	0.2196181481
783	0.2195013223
784	0.2193968577
785	0.2193020833
786	0.2190180096
787	0.2188628672
788	0.2187680493
789	0.2185351832
790	0.2183229281
791	0.2180616724
792	0.2179438345
793	0.2177704542
794	0.2175399992
795	0.2173942108
796	0.2171587536
797	0.2170238943
798	0.216832236
799	0.21673591
800	0.2166494309
801	0.2165193234
802	0.2164237994
803	0.2162003095
804	0.2160388375
805	0.2158761968
806	0.2156701466
807	0.2154865641
808	0.2153555367
809	0.2149568433
810	0.2147349524
811	0.2145889069
812	0.2144251256
813	0.2143338702
814	0.2140977834
815	0.2139792466
816	0.2137169957
817	0.2135508185
818	0.2134013311
819	0.2132568997
820	0.213111904
821	0.2128992793
822	0.2128232824
823	0.2127106233
824	0.2125811978
825	0.2123090034
826	0.2122233629
827	0.2119628299
828	0.2117653717
829	0.211599507
830	0.2114816144
831	0.2113379836
832	0.2112357289
833	0.2110791554
834	0.2110207831
835	0.2108540769
836	0.2107379563
837	0.2106470256
838	0.2104726151
839	0.2102295062
840	0.2100596755
841	0.209981552
842	0.209798064
843	0.2095869803
844	0.2093986259
845	0.209217213
846	0.2090215558
847	0.2088198244
848	0.2086667757
849	0.208545071
850	0.2084518097
851	0.2081739965
852	0.2080216066
853	0.2077934945
854	0.207638077
855	0.207521995
856	0.2073885815
857	0.2073058279
858	0.2072031136
859	0.2068611135
860	0.2067529089
861	0.2065152763
862	0.2063654307
863	0.2061550743
864	0.2059895599
865	0.2058798632
866	0.2055896054
867	0.2053251765
868	0.2051468254
869	0.2049995885
870	0.2048354818
871	0.2046443117
872	0.2044626286
873	0.2042098848
874	0.2040107872
875	0.2039359714
876	0.2039074033
877	0.2036319809
878	0.2034475493
879	0.2032960849
880	0.2030896309
881	0.2029346253
882	0.2027754953
883	0.2027094231
884	0.2025958352
885	0.2025678729
886	0.2024579264
887	0.2022962099
888	0.2021512246
889	0.2019834994
890	0.2017942555
891	0.2016476472
892	0.2015036186
893	0.2012795055
894	0.2011807504
895	0.2010412755
896	0.2008278659
897	0.2006885332
898	0.2004381917
899	0.2001767322
900	0.1999016813
901	0.1996541778
902	0.1993768743
903	0.1992225717
904	0.1990006063
905	0.1988913329
906	0.1986587068
907	0.1984384349
908	0.1982956768
909	0.1981390852
910	0.1980085767
911	0.1976443346
912	0.197482886
913	0.1973169215
914	0.1971503527
915	0.1970011875
916	0.1968039292
917	0.1966108037
918	0.1964493501
919	0.1963167521
920	0.1961056286
921	0.1958619871
922	0.1957113104
923	0.1956003753
924	0.1954718499
925	0.195227335
926	0.1951585432
927	0.195015476
928	0.1948864307
929	0.1947329278
930	0.1945265502
931	0.1942833797
932	0.1941170282
933	0.1939931981
934	0.1938080756
935	0.1936814455
936	0.1935732603
937	0.19345283
938	0.1931073831
939	0.1929133645
940	0.1928640912
941	0.1926723949
942	0.1923473718
943	0.1921541327
944	0.1920956837
945	0.1919300932
946	0.1917905764
947	0.1916877749
948	0.1915076831
949	0.1913006815
950	0.1910757806
951	0.1910364227
952	0.1908364001
953	0.1907409272
954	0.1906095418
955	0.1905003648
956	0.1903010207
957	0.1901772063
958	0.1900623031
959	0.189895566
960	0.1897239851
961	0.1895869678
962	0.189298942
963	0.1890131441
964	0.1888455445
965	0.1885595134
966	0.1884617654
967	0.1883251182
968	0.1882640377
969	0.1882248191
970	0.1880629968
971	0.1876610228
972	0.1875030532
973	0.1873961787
974	0.1871494729
975	0.1870613428
976	0.1868227384
977	0.1866140646
978	0.1864170103
979	0.1861906643
980	0.1861716782
981	0.1859258728
982	0.1857907344
983	0.1856826263
984	0.1854808838
985	0.1852559972
986	0.1851638661
987	0.1851219886
988	0.1850841825
989	0.1847062724
990	0.1845863782
991	0.1843700411
992	0.1842728342
993	0.1841186324
994	0.1840185585
995	0.1839641265
996	0.1837118744
997	0.1835225058
998	0.1832838624
999	0.1831113436
