iter	RMSE
236	121.3679927
237	121.2447776
238	121.0605642
239	120.963476
240	120.7403329
241	120.5780775
242	120.4568271
243	120.3362551
244	120.2030944
245	119.9332824
246	119.7690721
247	119.5403482
248	119.2709435
249	118.986849
250	118.7990643
251	118.5884714
252	118.384006
253	118.189479
254	117.7730204
255	117.7317024
256	117.5048763
257	117.3775233
258	117.2875923
259	117.0258294
260	116.9210056
261	116.5745813
262	116.3084824
263	116.0273028
264	115.7719663
265	115.5884321
266	115.464512
267	115.1820833
268	114.8333131
269	114.6711865
270	114.5366341
271	114.3371303
272	114.1932347
273	113.9454844
274	113.5863165
275	113.3778342
276	113.2420217
277	113.0754393
278	112.8549834
279	112.7499944
280	112.4140992
281	111.8698986
282	111.5633036
283	111.3409079
284	111.0915194
285	110.9778371
286	110.9196516
287	110.6685078
288	110.3808026
289	110.3235445
290	110.2330854
291	110.0155201
292	109.8450223
293	109.5088206
294	109.4437416
295	109.284797
296	109.0368257
297	108.7107024
298	108.6256141
299	108.4965476
300	108.3560861
301	108.1908258
302	108.106146
303	107.8697549
304	107.5999127
305	107.4591943
306	107.3753591
307	107.2065583
308	107.1401522
309	107.0195037
310	106.8447599
311	106.6748365
312	106.5299538
313	106.2327833
314	105.8857464
315	105.781939
316	105.7222969
317	105.6468852
318	105.5926517
319	105.4372337
320	105.3699355
321	105.2689679
322	104.9761279
323	104.8845845
324	104.7774083
325	104.5567199
326	104.4708423
327	104.2817774
328	104.0250842
329	103.8620366
330	103.6372996
331	103.5313562
332	103.3067361
333	103.204999
334	103.0562248
335	102.6841606
336	102.4599782
337	102.2290044
338	102.1600657
339	102.0881382
340	101.9664082
341	101.8598164
342	101.7974377
343	101.737693
344	101.6055217
345	101.2879811
346	101.1741668
347	101.001308
348	100.8470662
349	100.7445871
350	100.5798672
351	100.5346142
352	100.4164902
353	100.1428057
354	99.90625379
355	99.63890828
356	99.50044437
357	99.34054256
358	99.21814239
359	99.17644371
360	99.09930708
361	98.82413952
362	98.64964126
363	98.51590354
364	98.32258555
365	98.25505468
366	98.15109708
367	98.04169165
368	97.9291622
369	97.85889568
370	97.82043781
371	97.74784084
372	97.57783503
373	97.36184912
374	97.258808
375	97.20998977
376	97.1302873
377	97.05645859
378	96.73248968
379	96.62098528
380	96.58184006
381	96.3721282
382	96.26080391
383	96.02864
384	95.8285068
385	95.7563389
386	95.59795028
387	95.52925818
388	95.47928778
389	95.3641945
390	95.22341057
391	95.16920472
392	95.01076567
393	94.90616614
394	94.86775149
395	94.82992177
396	94.71768213
397	94.58677386
398	94.34003584
399	94.24956855
400	94.03648801
401	93.97300673
402	93.74017699
403	93.58725151
404	93.49762789
405	93.42703801
406	93.32448863
407	93.18649386
408	93.16500901
409	93.01722483
410	92.97065393
411	92.8485411
412	92.69565681
413	92.56785264
414	92.41034605
415	92.34374052
416	92.24954216
417	92.21823976
418	92.14225537
419	92.08849546
420	91.8748871
421	91.75650129
422	91.64124432
423	91.47905947
424	91.41879098
425	91.10505344
426	90.99277068
427	90.78049962
428	90.66872733
429	90.57278946
430	90.51091161
431	90.36311858
432	90.31607972
433	90.2680844
434	90.05457776
435	89.92054312
436	89.5578147
437	89.47000571
438	89.23955709
439	89.1061869
440	89.04584233
441	88.87429713
442	88.71640208
443	88.64451969
444	88.54638945
445	88.5078742
446	88.37048788
447	88.15349083
448	87.94866717
449	87.71412483
450	87.56335578
451	87.37803272
452	87.29588468
453	87.14244211
454	87.08548661
455	87.02507697
456	86.98078112
457	86.90059589
458	86.85787521
459	86.83610396
460	86.74794276
461	86.60101924
462	86.51136437
463	86.3567479
464	86.2670356
465	86.15040084
466	86.09432306
467	85.89285148
468	85.80472833
469	85.68039068
470	85.61386471
471	85.45946421
472	85.40231233
473	85.37684183
474	85.32437401
475	85.22997317
476	85.12642514
477	84.98340443
478	84.89033129
479	84.76156071
480	84.57689675
481	84.49202541
482	84.38751225
483	84.18405965
484	84.15759186
485	84.10413672
486	84.0174904
487	83.88128743
488	83.85229945
489	83.68087084
490	83.55845675
491	83.4131237
492	83.36032334
493	83.29307848
494	83.28338851
495	83.20091691
496	82.9919928
497	82.89329979
498	82.68721626
499	82.59685291
500	82.51412221
501	82.41770882
502	82.35640443
503	82.28470864
504	82.24237809
505	82.05550979
506	81.92985902
507	81.7657953
508	81.66063318
509	81.60638838
510	81.52808567
511	81.44612861
512	81.36546514
513	81.26795435
514	81.04689421
515	80.78906091
516	80.66563539
517	80.60254588
518	80.51892822
519	80.48940297
520	80.38008833
521	80.29571799
522	80.2365866
523	80.15150225
524	80.10931949
525	80.05137971
526	79.8569219
527	79.68454687
528	79.55218837
529	79.46494643
530	79.38260405
531	79.3249289
532	79.30905801
533	79.18034573
534	79.08743703
535	79.03916801
536	79.01051543
537	78.9525332
538	78.82334818
539	78.77341182
540	78.71837724
541	78.58432588
542	78.54397098
543	78.39959237
544	78.32983048
545	78.15686429
546	77.96833467
547	77.8116581
548	77.56527479
549	77.51275026
550	77.40970934
551	77.34590853
552	77.32584357
553	77.24997669
554	77.16264188
555	77.1296993
556	76.91710666
557	76.87336137
558	76.75801454
559	76.66458209
560	76.60752645
561	76.56543785
562	76.45613056
563	76.40100934
564	76.36405164
565	76.22904374
566	76.19156467
567	76.16127007
568	76.08883597
569	76.06428462
570	76.03607162
571	75.98240789
572	75.94538405
573	75.84320954
574	75.81022329
575	75.7749144
576	75.73841515
577	75.71084095
578	75.55751575
579	75.48685919
580	75.44144134
581	75.4135408
582	75.32300937
583	75.25132955
584	75.19679452
585	75.15744164
586	74.96629319
587	74.89521197
588	74.85948591
589	74.78999341
590	74.74460128
591	74.68658109
592	74.60049216
593	74.56526055
594	74.53700032
595	74.49711541
596	74.41613691
597	74.35710487
598	74.28749729
599	74.18691244
600	74.10216768
601	74.05028941
602	73.98510578
603	73.91059006
604	73.85225905
605	73.7469024
606	73.71718017
607	73.64849708
608	73.58799204
609	73.53333445
610	73.46809924
611	73.43303675
612	73.37904865
613	73.27491856
614	73.10159523
615	73.04692912
616	73.03807123
617	72.98803876
618	72.92021931
619	72.80163067
620	72.69635664
621	72.65390445
622	72.59419066
623	72.54858859
624	72.49812637
625	72.32800164
626	72.17985116
627	72.096263
628	72.05980608
629	71.97844893
630	71.82446469
631	71.75746518
632	71.72602366
633	71.55075409
634	71.45525752
635	71.37478942
636	71.34154743
637	71.23073188
638	71.20952696
639	71.16897382
640	71.10984421
641	71.0811387
642	70.9875346
643	70.932991
644	70.88381316
645	70.72661437
646	70.71230129
647	70.66235668
648	70.61424964
649	70.5195959
650	70.35915191
651	70.21005844
652	70.07833623
653	70.01510987
654	69.97402408
655	69.87802519
656	69.76341979
657	69.71795362
658	69.70192177
659	69.62785909
660	69.57935094
661	69.53201615
662	69.39551948
663	69.31076296
664	69.24156601
665	69.19919362
666	69.17155528
667	69.15129653
668	69.13460476
669	69.09475266
670	69.06355801
671	68.9583553
672	68.89403531
673	68.85768186
674	68.74309174
675	68.62644176
676	68.54788498
677	68.4911004
678	68.33529654
679	68.24724971
680	68.22366885
681	68.2143534
682	68.19462294
683	68.13815947
684	68.12909458
685	68.02049345
686	67.88654233
687	67.84962504
688	67.82260137
689	67.77598331
690	67.7434333
691	67.68271891
692	67.56222987
693	67.51780004
694	67.45172508
695	67.42467574
696	67.38028539
697	67.34554653
698	67.32948232
699	67.3104367
700	67.2940756
701	67.17754852
702	67.11136022
703	67.03191646
704	66.95866372
705	66.8741942
706	66.83689405
707	66.82060988
708	66.63460937
709	66.6035676
710	66.47616808
711	66.41163792
712	66.30884511
713	66.29163096
714	66.28012969
715	66.22287935
716	66.11242221
717	66.07310636
718	66.03461698
719	65.9908004
720	65.94223992
721	65.91983768
722	65.86668686
723	65.78028678
724	65.74390127
725	65.71216295
726	65.67200612
727	65.66809415
728	65.58293107
729	65.54560406
730	65.49309481
731	65.43971783
732	65.43047412
733	65.36614977
734	65.23511982
735	65.20279351
736	65.14288088
737	64.8981117
738	64.83495108
739	64.81623141
740	64.79411139
741	64.75214078
742	64.69118331
743	64.6702686
744	64.6152311
745	64.57589625
746	64.52702165
747	64.51140119
748	64.46202893
749	64.37629412
750	64.33912706
751	64.31739964
752	64.28791968
753	64.2545114
754	64.23983566
755	64.22327382
756	64.21798693
757	64.1856407
758	64.02551046
759	63.93233539
760	63.91794433
761	63.86590403
762	63.85005571
763	63.82827939
764	63.78465403
765	63.75890215
766	63.71785605
767	63.63319676
768	63.51192505
769	63.46247518
770	63.42839187
771	63.39958003
772	63.34444866
773	63.27028737
774	63.18358921
775	63.16283872
776	63.11317814
777	63.06265001
778	63.03220486
779	63.00980232
780	62.93577697
781	62.78951717
782	62.69185803
783	62.67303287
784	62.61610148
785	62.59071771
786	62.55695716
787	62.50211901
788	62.47272556
789	62.3940133
790	62.36488179
791	62.34674875
792	62.28580385
793	62.26614031
794	62.23179703
795	62.17618811
796	62.13793443
797	62.1019984
798	61.99306382
799	61.9815629
800	61.93923595
801	61.89743685
802	61.86187551
803	61.8252907
804	61.77731394
805	61.72154789
806	61.57449901
807	61.53253328
808	61.52565368
809	61.51841818
810	61.46760522
811	61.45361154
812	61.44710929
813	61.41329006
814	61.37632373
815	61.35070076
816	61.32343486
817	61.30306788
818	61.23513908
819	61.15703705
820	61.11251459
821	61.09150609
822	61.0338266
823	60.99933473
824	60.91125455
825	60.8831405
826	60.84825311
827	60.826065
828	60.72923727
829	60.70399721
830	60.62432613
831	60.59065725
832	60.58709836
833	60.47155333
834	60.43145224
835	60.40614453
836	60.34017201
837	60.3092815
838	60.25873684
839	60.23321101
840	60.2024758
841	60.17645831
842	60.07821024
843	60.01403193
844	59.99573566
845	59.9852696
846	59.97022043
847	59.91959112
848	59.82722066
849	59.79422006
850	59.76462438
851	59.73915966
852	59.69637186
853	59.57059409
854	59.54557103
855	59.49339718
856	59.44640995
857	59.4074249
858	59.29619497
859	59.27812132
860	59.21100586
861	59.20541929
862	59.18687488
863	59.14053904
864	59.1293632
865	59.07584475
866	59.03590179
867	58.938139
868	58.9074098
869	58.87860811
870	58.83715594
871	58.82837789
872	58.81027398
873	58.77546194
874	58.71094535
875	58.69729344
876	58.64239165
877	58.62805567
878	58.60143246
879	58.55143783
880	58.51287404
881	58.49775945
882	58.45945152
883	58.43614021
884	58.40213837
885	58.36970268
886	58.33321995
887	58.27708176
888	58.2201401
889	58.10809499
890	58.10212489
891	58.04783682
892	57.98701216
893	57.96636809
894	57.92529589
895	57.83653789
896	57.75481665
897	57.73267363
898	57.63722594
899	57.62614724
